X,Y,OBJECTID,Block,GroupStatus,DateUpdate,ID_PropertyStatus,ID_Demo_RFA,ID_Decision,CorePhase,ProjectedFiscalYear,ProjectedQuarter,DateStarted,Deconstruction,ReleasedToContractor,DateDemoFinished,Address,Lot,Neighborhood,SimplifiedStatus,Council_District,HousingMarketTypology2017,OBJECTID_1,BLOCKLOT
1414622.30758189,595231.568974733,93,0065,Final/Full Demo Complete,2016/04/14 15:23:00+00,,1827,90,,,,2016/04/08 00:00:00+00,,2016/06/13 00:00:00+00,2016/06/22 00:00:00+00,1013 N CAREY ST,022,Sandtown-Winchester,Demo Complete,9,I,7547,0065 022
1414621.38304305,595244.597820058,94,0065,Final/Full Demo Complete,2016/04/14 15:23:00+00,,1827,90,,,,2016/04/08 00:00:00+00,,2016/06/13 00:00:00+00,2016/06/22 00:00:00+00,1015 N CAREY ST,023,Sandtown-Winchester,Demo Complete,9,I,7548,0065 023
1414619.22491089,595281.658769563,95,0065,Final/Full Demo Complete,2016/04/14 15:23:00+00,,1827,90,,,,2016/04/08 00:00:00+00,,2016/06/13 00:00:00+00,2016/06/22 00:00:00+00,1019 N CAREY ST,025,Sandtown-Winchester,Demo Complete,9,J,7553,0065 025
1414618.6852138,595294.989779636,96,0065,Final/Full Demo Complete,2016/05/25 16:26:00+00,,1827,90,,,,2016/04/08 00:00:00+00,,2016/06/13 00:00:00+00,2016/06/22 00:00:00+00,1021 N CAREY ST,026,Sandtown-Winchester,Demo Complete,9,J,7554,0065 026
1414871.80577056,595318.247607142,97,0065,Final/Full Demo Complete,2017/10/12 14:55:00+00,,2694,47,3,FY21,Q1,2022/02/17 00:00:00+00,N,2020/09/09 00:00:00+00,2022/06/22 00:00:00+00,1020 N CARROLLTON AVE,038,Sandtown-Winchester,Demo Complete,9,J,7566,0065 038
1414872.71784222,595306.35130547,98,0065,Final/Full Demo Complete,2017/10/12 14:52:00+00,,2694,47,3,FY21,Q1,2022/02/17 00:00:00+00,N,2020/09/09 00:00:00+00,2022/06/22 00:00:00+00,1018 N CARROLLTON AVE,039,Sandtown-Winchester,Demo Complete,9,J,7570,0065 039
1414873.67125238,595286.541305721,99,0065,Final/Full Demo Complete,2020/04/24 13:05:00+00,131,2694,47,3,FY21,Q1,2022/02/17 00:00:00+00,N,2020/09/09 00:00:00+00,2022/06/22 00:00:00+00,1014 N CARROLLTON AVE,040,Sandtown-Winchester,Demo Complete,9,J,7571,0065 040
1414695.34122847,595235.085043803,100,0065,Final/Full Demo Complete,2018/03/26 17:07:00+00,126,2977,47,3,FY19,Q3,2019/05/09 00:00:00+00,Y,2018/12/31 00:00:00+00,2019/06/19 00:00:00+00,1221 SMITHSON ST,059,Sandtown-Winchester,Demo Complete,9,I,7581,0065 059
1414684.04400697,595234.366213232,101,0065,Final/Full Demo Complete,2018/03/26 17:08:00+00,126,2977,47,3,FY19,Q3,2019/05/09 00:00:00+00,Y,2018/12/31 00:00:00+00,2019/06/19 00:00:00+00,1223 SMITHSON ST,060,Sandtown-Winchester,Demo Complete,9,I,7582,0065 060
1414662.9311883,595301.10689339,102,0065,Final/Full Demo Complete,2018/02/26 08:46:00+00,127,2979,47,2,FY18,Q4,2018/04/04 00:00:00+00,N,2018/02/26 00:00:00+00,2019/06/18 00:00:00+00,1214 SMITHSON ST,062,Sandtown-Winchester,Demo Complete,9,J,7584,0065 062
1414674.32847522,595301.557023734,103,0065,Final/Full Demo Complete,,,2979,47,2,FY18,Q4,2018/04/04 00:00:00+00,N,2018/02/26 00:00:00+00,2019/06/18 00:00:00+00,1212 SMITHSON ST,063,Sandtown-Winchester,Demo Complete,9,J,7588,0065 063
1414684.73921555,595302.11509347,104,0065,Final/Full Demo Complete,,,2979,47,2,FY18,Q4,2018/04/04 00:00:00+00,N,2018/02/26 00:00:00+00,2019/06/18 00:00:00+00,1210 SMITHSON ST,064,Sandtown-Winchester,Demo Complete,9,J,7589,0065 064
1414717.20502989,595271.195863977,105,0065,Final/Full Demo Complete,,,2567,47,2,FY18,Q2,2018/03/27 00:00:00+00,N,2017/11/24 00:00:00+00,2019/06/18 00:00:00+00,1020 N STOCKTON ST,065,Sandtown-Winchester,Demo Complete,9,J,7590,0065 065
1414716.66598897,595282.797218725,106,0065,Final/Full Demo Complete,,,2567,47,2,FY18,Q2,2018/03/27 00:00:00+00,N,2017/11/24 00:00:00+00,2019/06/18 00:00:00+00,1022 N STOCKTON ST,066,Sandtown-Winchester,Demo Complete,9,J,7591,0065 066
1414716.17944139,595294.043587312,107,0065,Final/Full Demo Complete,,,2567,47,2,FY18,Q2,2018/03/27 00:00:00+00,N,2017/11/24 00:00:00+00,2019/06/18 00:00:00+00,1024 N STOCKTON ST,067,Sandtown-Winchester,Demo Complete,9,J,7592,0065 067
1414715.71782814,595305.122305304,108,0065,Final/Full Demo Complete,,,2567,47,2,FY18,Q2,2018/03/27 00:00:00+00,N,2017/11/24 00:00:00+00,2019/06/18 00:00:00+00,1026 N STOCKTON ST,068,Sandtown-Winchester,Demo Complete,9,J,7593,0065 068
1414715.24473198,595316.089146897,109,0065,Final/Full Demo Complete,,,2567,47,2,FY18,Q2,2018/03/27 00:00:00+00,N,2017/11/24 00:00:00+00,2019/06/18 00:00:00+00,1028 N STOCKTON ST,069,Sandtown-Winchester,Demo Complete,9,J,7594,0065 069
1414714.40090163,595327.247589141,110,0065,Final/Full Demo Complete,,,2567,47,2,FY18,Q2,2018/03/27 00:00:00+00,N,2017/11/24 00:00:00+00,2019/06/18 00:00:00+00,1030 N STOCKTON ST,070,Sandtown-Winchester,Demo Complete,9,J,7595,0065 070
1414706.20242722,595385.885595232,111,0065,Final/Full Demo Complete,2019/10/15 16:03:00+00,131,2604,47,2,FY20,Q4,2022/02/28 00:00:00+00,N,2020/05/12 00:00:00+00,2022/11/04 00:00:00+00,1040 N STOCKTON ST,075,Sandtown-Winchester,Demo Complete,9,J,7600,0065 075
1414705.88123363,595398.159848899,112,0065,Final/Full Demo Complete,2017/12/18 14:07:00+00,,2604,47,2,FY20,Q4,2022/02/28 00:00:00+00,N,2020/05/12 00:00:00+00,2022/11/04 00:00:00+00,1042 N STOCKTON ST,076,Sandtown-Winchester,Demo Complete,9,J,7601,0065 076
1414705.35662839,595410.262843058,113,0065,Final/Full Demo Complete,,,2604,47,2,FY20,Q4,2022/02/28 00:00:00+00,N,2020/05/12 00:00:00+00,2022/11/04 00:00:00+00,1044 N STOCKTON ST,077,Sandtown-Winchester,Demo Complete,9,J,7602,0065 077
1414704.94422764,595423.939652979,114,0065,Final/Full Demo Complete,2017/12/18 14:06:00+00,,2604,47,2,FY20,Q4,2022/02/28 00:00:00+00,N,2020/05/12 00:00:00+00,2022/11/04 00:00:00+00,1201 RIGGS AVE,078,Sandtown-Winchester,Demo Complete,9,J,7606,0065 078
1424411.59115289,597149.024785474,115,1144 ,Final/Full Demo Complete,2020/02/26 17:42:00+00,,4204,124,5,FY21,Q3,2022/10/11 00:00:00+00,,2021/06/01 00:00:00+00,2023/05/25 00:00:00+00,1320 ENSOR ST,038,Johnston Square,Demo Complete,12,J,7638,1144 038
1424412.24403872,597136.122252226,116,1144 ,Final/Full Demo Complete,2020/02/26 17:44:00+00,,4204,124,5,FY21,Q3,2022/10/11 00:00:00+00,,2021/06/01 00:00:00+00,2023/05/25 00:00:00+00,1318 ENSOR ST,039,Johnston Square,Demo Complete,12,J,7639,1144 039
1424451.40308113,596984.353198811,117,1144,Final/Full Demo Complete,,,2562,47,2,FY18,Q2,2018/07/18 00:00:00+00,N,2017/11/24 00:00:00+00,2019/06/19 00:00:00+00,938 E PRESTON ST,048,Johnston Square,Demo Complete,12,J,7651,1144 048
1424435.92410947,596983.79381673,118,1144,Final/Full Demo Complete,,,2562,47,2,FY18,Q2,2018/07/18 00:00:00+00,N,2017/11/24 00:00:00+00,2019/06/19 00:00:00+00,936 E PRESTON ST,049,Johnston Square,Demo Complete,12,J,7652,1144 049
1424420.66889064,596980.955239728,119,1144,Final/Full Demo Complete,,,2562,47,2,FY18,Q2,2018/07/18 00:00:00+00,N,2017/11/24 00:00:00+00,2019/06/19 00:00:00+00,934 E PRESTON ST,050,Johnston Square,Demo Complete,12,J,7653,1144 050
1424405.35724147,596980.484440148,120,1144,Final/Full Demo Complete,2018/07/18 16:35:00+00,67,2562,47,2,FY18,Q2,2018/07/18 00:00:00+00,N,2017/11/24 00:00:00+00,2019/06/19 00:00:00+00,932 E PRESTON ST,051,Johnston Square,Demo Complete,12,J,7654,1144 051
1411481.95034556,598428.87393181,121,0002,Final/Full Demo Complete,,,8495,90,,,,2023/02/15 00:00:00+00,,2023/02/27 00:00:00+00,2023/03/22 00:00:00+00,1825 N PAYSON ST,041,Easterwood,Demo Complete,7,I,7976,0002 041
1415000.81108998,595744.127332807,122,0055D,Final/Full Demo Complete,2018/11/02 15:05:00+00,,3601,124,,FY21,Q3,2021/05/05 00:00:00+00,,2021/04/07 00:00:00+00,2021/07/30 00:00:00+00,1131 N CARROLLTON AVE,042,Sandtown-Winchester,Demo Complete,9,J,8027,0055D042
1415001.50531431,595730.16016914,123,0055D,Final/Full Demo Complete,2018/11/02 15:04:00+00,,3601,124,,FY21,Q3,2021/05/05 00:00:00+00,,2021/04/07 00:00:00+00,2021/07/30 00:00:00+00,1129 N CARROLLTON AVE,043,Sandtown-Winchester,Demo Complete,9,J,8031,0055D043
1415002.25137581,595715.813741148,124,0055D,Final/Full Demo Complete,2018/11/02 15:02:00+00,,3601,124,,FY21,Q3,2021/05/05 00:00:00+00,,2021/04/07 00:00:00+00,2021/07/30 00:00:00+00,1127 N CARROLLTON AVE,044,Sandtown-Winchester,Demo Complete,9,J,8032,0055D044
1415002.92493089,595701.892509148,125,0055D,Final/Full Demo Complete,2019/08/22 11:34:00+00,,3601,124,,FY21,Q3,2021/05/05 00:00:00+00,,2021/04/07 00:00:00+00,2021/07/30 00:00:00+00,1125 N CARROLLTON AVE,045,Sandtown-Winchester,Demo Complete,9,J,8033,0055D045
1415003.66574305,595687.814781398,126,0055D,Final/Full Demo Complete,2019/11/27 16:58:00+00,,3601,124,,FY21,Q3,2021/05/05 00:00:00+00,,2021/04/07 00:00:00+00,2021/07/30 00:00:00+00,1123 N CARROLLTON AVE,046,Sandtown-Winchester,Demo Complete,9,J,8034,0055D046
1415004.35209338,595673.826948479,127,0055D,Final/Full Demo Complete,2020/01/14 16:27:00+00,,3601,124,,FY21,Q3,2021/05/05 00:00:00+00,,2021/04/07 00:00:00+00,2021/07/30 00:00:00+00,1121 N CARROLLTON AVE,047,Sandtown-Winchester,Demo Complete,9,J,8035,0055D047
1415063.07146414,595565.462007731,128,0055D,Final/Full Demo Complete,2016/08/14 09:46:00+00,,1828,90,,,,2016/04/08 00:00:00+00,,2016/10/03 00:00:00+00,2016/07/26 00:00:00+00,1124 RIGGS AVE,058,Sandtown-Winchester,Demo Complete,9,J,8049,0055D058
1415607.04052055,596011.779028475,129,0337,Final/Full Demo Complete,2015/10/23 08:35:00+00,,264,47,,,,2015/11/09 00:00:00+00,,,2016/03/09 00:00:00+00,630 PITCHER ST,040,Upton,Demo Complete,9,J,8170,0337 040
1415615.4135353,596020.740624726,130,0337,Final/Full Demo Complete,2015/10/23 08:35:00+00,,264,47,,,,2015/11/09 00:00:00+00,,,2016/03/09 00:00:00+00,628 PITCHER ST,041,Upton,Demo Complete,9,J,8171,0337 041
1415624.91417247,596030.875775054,131,0337,Final/Full Demo Complete,2015/10/23 08:35:00+00,,264,47,,,,2015/11/09 00:00:00+00,,,2016/03/09 00:00:00+00,626 PITCHER ST,042,Upton,Demo Complete,9,J,8172,0337 042
1415634.87543863,596041.513220981,132,0337,Final/Full Demo Complete,2018/05/07 16:48:00+00,,264,47,,,,2015/11/09 00:00:00+00,,,2016/03/09 00:00:00+00,624 PITCHER ST,043,Upton,Demo Complete,9,J,8173,0337 043
1415643.34064481,596050.55421339,133,0337,Final/Full Demo Complete,2015/10/23 08:35:00+00,,264,47,,,,2015/11/09 00:00:00+00,,,2016/03/09 00:00:00+00,622 PITCHER ST,044,Upton,Demo Complete,9,J,8174,0337 044
1415651.97054881,596059.773026973,134,0337,Final/Full Demo Complete,2015/10/23 08:35:00+00,,264,47,,,,2015/11/09 00:00:00+00,,,2016/03/09 00:00:00+00,620 PITCHER ST,045,Upton,Demo Complete,9,J,8175,0337 045
1415661.2205303,596069.656209305,135,0337,Final/Full Demo Complete,2015/10/23 08:35:00+00,,264,47,,,,2015/11/09 00:00:00+00,,,2016/03/09 00:00:00+00,618 PITCHER ST,046,Upton,Demo Complete,9,J,8176,0337 046
1415670.25036789,596079.28611131,136,0337,Final/Full Demo Complete,2015/10/23 08:34:00+00,,264,47,,,,2015/11/09 00:00:00+00,,,2016/03/09 00:00:00+00,616 PITCHER ST,047,Upton,Demo Complete,9,J,8177,0337 047
1415679.17062564,596088.811026648,137,0337,Final/Full Demo Complete,2015/10/23 08:34:00+00,,264,47,,,,2015/11/09 00:00:00+00,,,2016/03/09 00:00:00+00,614 PITCHER ST,048,Upton,Demo Complete,9,J,8178,0337 048
1415688.11319305,596098.367766067,138,0337,Final/Full Demo Complete,2015/10/23 08:34:00+00,,264,47,,,,2015/11/09 00:00:00+00,,,2016/03/09 00:00:00+00,612 PITCHER ST,049,Upton,Demo Complete,9,J,8179,0337 049
1415697.16304372,596108.025883228,139,0337,Final/Full Demo Complete,2015/10/23 08:34:00+00,,264,47,,,,2015/11/09 00:00:00+00,,,2016/03/09 00:00:00+00,610 PITCHER ST,050,Upton,Demo Complete,9,J,8180,0337 050
1415705.83330198,596117.286035314,140,0337,Final/Full Demo Complete,2015/10/23 08:34:00+00,,264,47,,,,2015/11/09 00:00:00+00,,,2016/03/09 00:00:00+00,608 PITCHER ST,051,Upton,Demo Complete,9,J,8181,0337 051
1415714.51799589,596126.560951144,141,0337,Final/Full Demo Complete,2015/10/23 08:34:00+00,,264,47,,,,2015/11/09 00:00:00+00,,,2016/03/09 00:00:00+00,606 PITCHER ST,052,Upton,Demo Complete,9,J,8186,0337 052
1415723.41528781,596136.056010887,142,0337,Final/Full Demo Complete,2015/10/23 08:34:00+00,,264,47,,,,2015/11/09 00:00:00+00,,,2016/03/09 00:00:00+00,604 PITCHER ST,053,Upton,Demo Complete,9,J,8187,0337 053
1415731.49827689,596147.234466225,143,0337,Final/Full Demo Complete,2015/11/10 14:44:00+00,,264,47,,,,2015/11/09 00:00:00+00,,,2016/03/09 00:00:00+00,602 PITCHER ST,054,Upton,Demo Complete,9,J,8188,0337 054
1415778.09135956,596468.393272728,144,0338,Final/Full Demo Complete,2014/11/26 10:41:00+00,,258,47,,,,2013/12/05 00:00:00+00,,2013/12/05 00:00:00+00,2014/02/07 00:00:00+00,574 WILSON ST,056,Upton,Demo Complete,7,J,8211,0338 056
1415788.11168072,596477.804999307,145,0338,Final/Full Demo Complete,2014/11/26 10:41:00+00,,258,47,,,,2013/12/05 00:00:00+00,,2013/12/05 00:00:00+00,2014/02/07 00:00:00+00,572 WILSON ST,057,Upton,Demo Complete,7,J,8212,0338 057
1415798.3895473,596487.651436314,146,0338,Final/Full Demo Complete,2014/11/26 10:41:00+00,,258,47,,,,2013/12/05 00:00:00+00,,2013/12/05 00:00:00+00,2014/02/07 00:00:00+00,570 WILSON ST,058,Upton,Demo Complete,7,J,8213,0338 058
1415808.60442188,596497.443083391,147,0338,Final/Full Demo Complete,2014/11/26 10:41:00+00,,258,47,,,,2013/12/05 00:00:00+00,,2013/12/05 00:00:00+00,2014/02/07 00:00:00+00,568 WILSON ST,059,Upton,Demo Complete,7,J,8214,0338 059
1415818.72677697,596507.134336978,148,0338,Final/Full Demo Complete,2014/11/26 10:41:00+00,,258,47,,,,2013/12/05 00:00:00+00,,2013/12/05 00:00:00+00,2014/02/07 00:00:00+00,566 WILSON ST,060,Upton,Demo Complete,7,J,8218,0338 060
1411760.04591797,592846.11541231,149,0119,Final/Full Demo Complete,2018/03/06 09:41:00+00,,3261,90,,FY18,Q4,2018/03/05 00:00:00+00,,2018/03/05 00:00:00+00,2018/06/13 00:00:00+00,1944 W FRANKLIN ST,093,Midtown-Edmondson,Demo Complete,9,J,8279,0119 093
1411774.44910438,592846.885751978,150,0119,Final/Full Demo Complete,2018/03/06 09:37:00+00,,3261,90,,FY18,Q4,2018/03/05 00:00:00+00,,2018/03/05 00:00:00+00,2018/06/13 00:00:00+00,1942 W FRANKLIN ST,094,Midtown-Edmondson,Demo Complete,9,J,8280,0119 094
1411788.39855155,592847.633453891,151,0119,Final/Full Demo Complete,2020/01/27 11:56:00+00,,2928,47,,FY21,Q3,2021/07/26 00:00:00+00,,2021/04/28 00:00:00+00,2021/08/04 00:00:00+00,1940 W FRANKLIN ST,095,Midtown-Edmondson,Demo Complete,9,J,8281,0119 095
1411801.90114921,592848.35556531,152,0119,Final/Full Demo Complete,2020/01/27 11:58:00+00,,2928,47,,FY21,Q3,2021/07/26 00:00:00+00,,2021/04/28 00:00:00+00,2021/08/04 00:00:00+00,1938 W FRANKLIN ST,096,Midtown-Edmondson,Demo Complete,9,J,8282,0119 096
1411815.8266463,592849.112781644,153,0119,Final/Full Demo Complete,2017/11/30 09:38:00+00,,2928,47,,FY21,Q3,2021/07/26 00:00:00+00,,2021/04/28 00:00:00+00,2021/08/04 00:00:00+00,1936 W FRANKLIN ST,097,Midtown-Edmondson,Demo Complete,9,J,8283,0119 097
1411899.90029706,592853.697418138,154,0119,Final/Full Demo Complete,2020/11/05 14:21:00+00,,3267,47,4,FY19,Q1,2019/05/10 00:00:00+00,,2018/08/08 00:00:00+00,2019/11/12 00:00:00+00,1924 W FRANKLIN ST,103,Midtown-Edmondson,Demo Complete,9,J,8289,0119 103
1411913.93537398,592854.481865391,155,0119,Final/Full Demo Complete,2020/11/05 12:53:00+00,,3267,47,4,FY19,Q1,2019/05/10 00:00:00+00,,2018/08/08 00:00:00+00,2019/11/12 00:00:00+00,1922 W FRANKLIN ST,104,Midtown-Edmondson,Demo Complete,9,J,8290,0119 104
1411927.78278722,592855.263687983,156,0119,Final/Full Demo Complete,2019/01/09 10:35:00+00,,3267,47,4,FY19,Q1,2019/05/10 00:00:00+00,,2018/08/08 00:00:00+00,2019/11/12 00:00:00+00,1920 W FRANKLIN ST,105,Midtown-Edmondson,Demo Complete,9,J,8291,0119 105
1411941.70565964,592856.026153639,157,0119,Final/Full Demo Complete,2018/03/15 07:49:00+00,,3267,47,4,FY19,Q1,2019/05/10 00:00:00+00,,2018/08/08 00:00:00+00,2019/11/12 00:00:00+00,1918 W FRANKLIN ST,106,Midtown-Edmondson,Demo Complete,9,J,8292,0119 106
1411956.06160206,592856.840784565,158,0119,Final/Full Demo Complete,2018/03/15 07:49:00+00,,3267,47,4,FY19,Q1,2019/05/10 00:00:00+00,,2018/08/08 00:00:00+00,2019/11/12 00:00:00+00,1916 W FRANKLIN ST,107,Midtown-Edmondson,Demo Complete,9,J,8293,0119 107
1411970.16984156,592857.626544148,159,0119,Final/Full Demo Complete,2020/11/05 12:38:00+00,,3267,47,4,FY19,Q1,2019/05/10 00:00:00+00,,2018/08/08 00:00:00+00,2019/11/12 00:00:00+00,1914 W FRANKLIN ST,108,Midtown-Edmondson,Demo Complete,9,J,8294,0119 108
1411983.7751293,592858.393602982,160,0119,Final/Full Demo Complete,2019/01/09 10:34:00+00,,3267,47,4,FY19,Q1,2019/05/10 00:00:00+00,,2018/08/08 00:00:00+00,2019/11/12 00:00:00+00,1912 W FRANKLIN ST,109,Midtown-Edmondson,Demo Complete,9,J,8295,0119 109
1411997.66978656,592859.167551562,161,0119,Final/Full Demo Complete,2020/11/05 12:29:00+00,,3267,47,4,FY19,Q1,2019/05/10 00:00:00+00,,2018/08/08 00:00:00+00,2019/11/12 00:00:00+00,1910 W FRANKLIN ST,110,Midtown-Edmondson,Demo Complete,9,J,8296,0119 110
1412011.56345956,592859.935922727,162,0119,Final/Full Demo Complete,2018/03/15 07:47:00+00,,3267,47,4,FY19,Q1,2019/05/10 00:00:00+00,,2018/08/08 00:00:00+00,2019/11/12 00:00:00+00,1908 W FRANKLIN ST,111,Midtown-Edmondson,Demo Complete,9,J,8297,0119 111
1412575.72932597,592957.082381979,163,0120,Final/Full Demo Complete,2017/01/11 16:46:00+00,,2597,90,,,,2017/01/13 00:00:00+00,,2017/04/28 00:00:00+00,2017/01/18 00:00:00+00,510 N FULTON AVE,006,Harlem Park,Demo Complete,9,J,8307,0120 006
1412505.24948005,593219.507053971,164,0120,Final/Full Demo Complete,2019/01/11 16:44:00+00,,3688,90,,,,2019/03/21 00:00:00+00,,,2019/05/28 00:00:00+00,1803 EDMONDSON AVE,024,Harlem Park,Demo Complete,9,J,8309,0120 024
1412400.32022797,593203.023163065,165,0120 ,Final/Full Demo Complete,2020/02/08 16:32:00+00,,4182,124,5,FY21,Q3,2023/03/06 00:00:00+00,,2022/02/17 00:00:00+00,2023/06/28 00:00:00+00,1813 EDMONDSON AVE,029,Harlem Park,Demo Complete,9,J,8329,0120 029
1412384.54007581,593202.350264147,166,0120 ,Final/Full Demo Complete,2020/02/08 16:34:00+00,,4182,124,5,FY21,Q3,2023/03/06 00:00:00+00,,2022/02/17 00:00:00+00,2023/06/28 00:00:00+00,1815 EDMONDSON AVE,030,Harlem Park,Demo Complete,9,J,8330,0120 030
1412369.2172718,593201.703283817,167,0120 ,Final/Full Demo Complete,2020/02/08 16:41:00+00,,4182,124,5,FY21,Q3,2023/03/06 00:00:00+00,,2022/02/17 00:00:00+00,2023/06/28 00:00:00+00,1817 EDMONDSON AVE,031,Harlem Park,Demo Complete,9,J,8331,0120 031
1412353.40496747,593201.027432144,168,0120 ,Final/Full Demo Complete,2020/02/08 16:53:00+00,,4182,124,5,FY21,Q3,2023/03/06 00:00:00+00,,2022/02/17 00:00:00+00,2023/06/28 00:00:00+00,1819 EDMONDSON AVE,032,Harlem Park,Demo Complete,9,J,8332,0120 032
1412235.76117389,592920.927926734,169,0120,Final/Full Demo Complete,2018/05/18 14:54:00+00,,3227,90,,FY18,Q4,2018/02/27 00:00:00+00,,2018/02/28 00:00:00+00,2018/08/15 00:00:00+00,501 N MONROE ST,054,Harlem Park,Demo Complete,9,J,8352,0120 054
1412380.45281364,593104.609974056,170,0120,Final/Full Demo Complete,2018/02/03 10:56:00+00,,3118,47,4,FY19,Q1,2018/11/15 00:00:00+00,,2018/05/21 00:00:00+00,2019/06/28 00:00:00+00,1806 LAURETTA AVE,096,Harlem Park,Demo Complete,9,J,8379,0120 096
1412367.78059489,593105.291403145,171,0120,Final/Full Demo Complete,2018/02/03 10:57:00+00,,3118,47,4,FY19,Q1,2018/11/15 00:00:00+00,,2018/05/21 00:00:00+00,2019/06/28 00:00:00+00,1808 LAURETTA AVE,097,Harlem Park,Demo Complete,9,J,8380,0120 097
1412355.03521356,593104.140486807,172,0120,Final/Full Demo Complete,2018/02/03 10:58:00+00,,3118,47,4,FY19,Q1,2018/11/15 00:00:00+00,,2018/05/21 00:00:00+00,2019/06/28 00:00:00+00,1810 LAURETTA AVE,098,Harlem Park,Demo Complete,9,J,8381,0120 098
1412342.33248305,593103.596524641,173,0120,Final/Full Demo Complete,2018/02/03 11:00:00+00,,3118,47,4,FY19,Q1,2018/11/15 00:00:00+00,,2018/05/21 00:00:00+00,2019/06/28 00:00:00+00,1812 LAURETTA AVE,099,Harlem Park,Demo Complete,9,J,8382,0120 099
1412396.80481505,592982.85201548,174,0120,Final/Full Demo Complete,2018/02/04 20:53:00+00,,3186,47,4,FY19,Q1,2019/07/01 00:00:00+00,,2018/09/30 00:00:00+00,2020/03/31 00:00:00+00,1805 LAURETTA AVE,109,Harlem Park,Demo Complete,9,J,8392,0120 109
1412410.00459181,592983.47799848,175,0120,Final/Full Demo Complete,,,3186,47,4,FY19,Q1,2019/07/01 00:00:00+00,,2018/09/30 00:00:00+00,2020/03/31 00:00:00+00,1803 LAURETTA AVE,110,Harlem Park,Demo Complete,9,J,8393,0120 110
1412424.30968131,592984.157130972,176,0120,Final/Full Demo Complete,2018/02/04 20:50:00+00,,3186,47,4,FY19,Q1,2019/07/01 00:00:00+00,,2018/09/30 00:00:00+00,2020/03/31 00:00:00+00,1801 LAURETTA AVE,111,Harlem Park,Demo Complete,9,J,8394,0120 111
1412937.13772389,598339.28060706,177,0005,Final/Full Demo Complete,,,8600,90,,,,2023/04/04 00:00:00+00,,2023/04/14 00:00:00+00,2023/05/23 00:00:00+00,1634 WESTWOOD AVE,037,Sandtown-Winchester,Demo Complete,7,J,8410,0005 037
1412944.09243439,598358.135884315,178,0005,Final/Full Demo Complete,,,8600,90,,,,2023/04/04 00:00:00+00,,2023/04/14 00:00:00+00,2023/05/23 00:00:00+00,1632 WESTWOOD AVE,038,Sandtown-Winchester,Demo Complete,7,J,8411,0005 038
1412614.66100664,597200.856046647,179,0021,Final/Full Demo Complete,2014/11/26 10:41:00+00,,311,47,,,,2014/10/02 00:00:00+00,,2014/10/02 00:00:00+00,2014/12/01 00:00:00+00,1526 N BRUCE ST,109,Sandtown-Winchester,Demo Complete,7,J,8437,0021 109
1412614.94906381,597189.062106982,180,0021,Final/Full Demo Complete,2014/11/26 10:41:00+00,,311,47,,,,2014/10/02 00:00:00+00,,2014/10/02 00:00:00+00,2014/12/01 00:00:00+00,1524 N BRUCE ST,110,Sandtown-Winchester,Demo Complete,7,J,8438,0021 110
1412615.61376064,597176.893168062,181,0021,Final/Full Demo Complete,2014/11/26 10:41:00+00,,311,47,,,,2014/10/02 00:00:00+00,,2014/10/02 00:00:00+00,2014/12/01 00:00:00+00,1522 N BRUCE ST,111,Sandtown-Winchester,Demo Complete,7,J,8439,0021 111
1411972.39785548,595461.645286232,182,0049,Final/Full Demo Complete,2019/05/22 15:21:00+00,,2866,47,,FY19,Q4,2019/05/22 00:00:00+00,,2019/05/29 00:00:00+00,2019/08/29 00:00:00+00,1108 N MONROE ST,005,Midtown-Edmondson,Demo Complete,9,J,8442,0049 005
1411182.63499931,597941.686914057,183,0006,Final/Full Demo Complete,2019/10/07 12:05:00+00,,4003,124,,FY21,Q3,2021/05/11 00:00:00+00,,2021/04/26 00:00:00+00,2021/06/02 00:00:00+00,2016 PRESBURY ST,038A,Easterwood,Demo Complete,7,I,8481,0006 038A
1411167.33286455,597940.402467817,184,0006,Final/Full Demo Complete,2019/10/07 12:08:00+00,,4003,124,,FY21,Q3,2021/05/11 00:00:00+00,,2021/04/26 00:00:00+00,2021/06/02 00:00:00+00,2018 PRESBURY ST,038B,Easterwood,Demo Complete,7,I,8482,0006 038B
1411744.64043698,598047.956386566,185,0007,Final/Full Demo Complete,2016/11/03 08:37:00+00,,2219,90,,FY18,Q2,2016/11/04 00:00:00+00,,2017/06/19 00:00:00+00,2017/10/30 00:00:00+00,1717 APPLETON ST,031,Easterwood,Demo Complete,7,I,8514,0007 031
1413502.89512256,594963.935323641,186,0075,Final/Full Demo Complete,2016/11/07 10:40:00+00,,2248,47,2,FY18,Q2,2018/05/15 00:00:00+00,N,2017/11/08 00:00:00+00,2019/04/25 00:00:00+00,1517 MOSHER ST,015,Sandtown-Winchester,Demo Complete,9,J,8539,0075 015
