FID,RowID_,SRRecordID,ServiceReq,SRType,MethodRece,CreatedDat,SRStatus,StatusDate,DueDate,CloseDate,Agency,LastActivi,LastActi_1,Outcome,Address,ZipCode,Neighborho,CouncilDis,PoliceDist,PolicePost,Latitude,Longitude,GeoLocatio,NeedsSync,IsDeleted,HashedReco,timetoclose
62,1026474,5004w00002pke71AAA,24-00285193,SW-Dirty Alley,API,1712188800000,Closed (Duplicate),1712361600000,1713139200000,1712361600000,Solid Waste,Service Response,1712361600000,Work completed,"446 N LINWOOD AVE, Baltimore City, 21224",21224,McElderry Park,13,Southeastern,224,39.296842332250989,-76.576674133279425,"(39.296842332250989, -76.576674133279425)",0,0,91MMaCBI14OwBhzMePVOORdqUv5PXNx3f/7bjUUQ+z4=,2
63,1026509,5004w00002pkeb2AAA,24-00285640,SW-Dirty Alley,API,1711843200000,Closed (Transferred),1712188800000,1712620800000,1712188800000,Solid Waste,Service Response,-2209161600000, ,"32 W TALBOTT ST, BC, 21225",21225,Brooklyn,10,Southern,915,39.236616941630089,-76.612381484530516,"(39.236616941630089, -76.612381484530516)",0,0,w/Sg7DpKMBuhRgUzzHvmJSOIiz9GQhK9Lyj7o+BP3NU=,4
64,1026516,5004w00002pkeBIAAY,24-00285213,SW-Dirty Alley,Phone,1712188800000,Closed,1712361600000,1713139200000,1712361600000,Solid Waste,Service Response,1712361600000,Work completed,"400 N BRADFORD ST, BC, 21224",21224,McElderry Park,13,Southeastern,223,39.295539739316112,-76.584339359666203,"(39.295539739316112, -76.584339359666203)",0,0,77aDH2ZW68J0mzHfdYHGJbTojbfdUUxXVGSq0+oxrk0=,2
65,1026521,5004w00002pkeBrAAI,24-00285219,SW-Dirty Alley,API,1712188800000,Closed,1712966400000,1713139200000,1712966400000,Solid Waste,Service Response,1712966400000,Work completed,"1001 N ROSEDALE ST, Baltimore City, 21216",21216,Franklintown Road,9,Western,723,39.299496087630608,-76.667776905219498,"(39.299496087630608, -76.667776905219498)",0,0,sZEM5k8XBSNkj244FfNCLhWUyGKYK4JHXuxhOYDkCRA=,9
66,1026579,5004w00002pkeEwAAI,24-00285247,SW-Dirty Street,API,1712188800000,Closed,1712361600000,1713139200000,1712361600000,Solid Waste,Service Response,1712361600000,Work completed,"952 N FRANKLINTOWN RD, Baltimore City, 21216",21216,Franklintown Road,9,Western,723,39.298417847854992,-76.667317771022368,"(39.298417847854992, -76.667317771022368)",0,0,5y4insPA+OY6Nd3drWaYyktnjmRuXJEzZZ0YiRc7AVk=,2
67,1026586,5004w00002pkeFcAAI,24-00285497,SW-Dirty Alley,API,1712188800000,Closed,1712361600000,1713139200000,1712361600000,Solid Waste,Service Response,1712361600000,SR assessed and no cause for action determined,"240 N MILTON AVE, Baltimore City, 21224",21224,Patterson Place,13,Southeastern,223,39.295462054897961,-76.582283582296114,"(39.295462054897961, -76.582283582296114)",0,0,cpdngS9/CUJXsKHbADHSb8Aa5G4dBBqE2HLkai3rAhw=,2
68,1026606,5004w00002pkegaAAA,24-00285494,SW-Dirty Street,Phone,1712188800000,Closed,1712361600000,1713139200000,1712361600000,Solid Waste,Service Response,1712361600000,Work completed,"4411 PARKTON ST, BC, 21229",21229,Yale Heights,8,Southwestern,815,39.277269643014229,-76.689461748085932,"(39.277269643014229, -76.689461748085932)",0,0,8vu/oSyOwJbZUWy+JnDIhObO7Szp4/IJmbcUZLHJFV0=,2
69,1026608,5004w00002pkeGcAAI,24-00285258,SW-Dirty Alley,Phone,1712188800000,Closed,1712275200000,1713139200000,1712275200000,Solid Waste,Service Response,1712275200000,Work completed,"4402 BELAIR RD, Baltimore City, 21206",21206,Arcadia,3,Northeastern,421,39.329178710677162,-76.564556392184599,"(39.329178710677162, -76.564556392184599)",0,0,vQpVLF1P0m0x2VdncWmELeburKqjDMicpTYVxDygfIg=,1
70,1026625,5004w00002pkegWAAQ,24-00285577,SW-Dirty Alley,API,1712188800000,Closed,1712275200000,1713139200000,1712275200000,Solid Waste,Service Response,1712275200000,Work completed,"2901 OAKLEY AVE, Baltimore City, 21215",21215,Central Park Heights,6,Northern,534,39.348454933823525,-76.668964821842081,"(39.348454933823525, -76.668964821842081)",0,0,ik4klRLeGQy5xcyks/nFDCbXbibQHGvDKIitLnW2Fwo=,1
71,1026656,5004w00002pkeiIAAQ,24-00285871,SW-Dirty Alley,Phone,1712188800000,Closed,1712275200000,1713139200000,1712275200000,Solid Waste,Service Response,1712275200000,Work completed,"3616 W GARRISON AVE, Baltimore City, 21215",21215,Central Park Heights,6,Northern,534,39.344837884991975,-76.678073705521598,"(39.344837884991975, -76.678073705521598)",0,0,9fu7OHnIPdzUyarwJISo7Bt4QBKE9zIGYjkF1LOeWjQ=,1
72,1026675,5004w00002pkejkAAA,24-00285854,SW-Dirty Alley,Phone,1712188800000,Closed,1712361600000,1713139200000,1712361600000,Solid Waste,Service Response,1712361600000,Work completed,"4913 LITCHFIELD AVE, Baltimore City, 21215",21215,Central Park Heights,6,Northwestern,624,39.344178852781468,-76.677756121608397,"(39.344178852781468, -76.677756121608397)",0,0,09oZAeHts42zIQUgXmXpZ1MbMAzSKmNPIa0a5Zv8DA0=,2
73,1026768,5004w00002pkensAAA,24-00286026,SW-Dirty Alley,Phone,1712188800000,Closed,1712275200000,1713139200000,1712275200000,Solid Waste,Service Response,1712275200000,Work completed,"514 N FREMONT AVE, Baltimore City, 21201",21223,Harlem Park,9,Western,715,39.295237605537260,-76.632514149103741,"(39.295237605537260, -76.632514149103741)",0,0,WmQUkD6sJr5FqJLdWfecKDGQxBX2y8x1QOx4bi1mq6g=,1
74,1026792,5004w00002pkeouAAA,24-00285626,SW-Dirty Street,Phone,1712188800000,Closed,1712361600000,1713139200000,1712361600000,Solid Waste,Service Response,1712361600000,SR assessed and no cause for action determined,"700 N LINWOOD AVE, Baltimore City, 21205",21205,Madison-Eastend,13,Southeastern,226,39.299171068513346,-76.576834741963992,"(39.299171068513346, -76.576834741963992)",0,0,1sHipjKP4SXkO6OMULFir/XAuytceSvoXtf/24JpE7Y=,2
75,1026835,5004w00002pkeQrAAI,24-00285329,SW-Dirty Street,Phone,1712188800000,Closed,1712361600000,1713139200000,1712361600000,Solid Waste,Service Response,1712361600000,Work completed,"4000 EDGEWOOD RD, Baltimore City, 21215",21215,East Arlington,6,Northwestern,625,39.331993990692276,-76.669179932365765,"(39.331993990692276, -76.669179932365765)",0,0,dS4J5at1FknFW8B3KzCe6qXWFXJW921h7dH7gQdKJw0=,2
76,1026842,5004w00002pkeR6AAI,24-00285331,SW-Dirty Street,Phone,1712188800000,Closed,1712361600000,1713139200000,1712361600000,Solid Waste,Service Response,1712361600000,Work completed,"2546 DRUID PARK DR, Baltimore City, 21215",21215,Park Circle,6,Northern,531,39.327601026586919,-76.656462618621873,"(39.327601026586919, -76.656462618621873)",0,0,sjUGFwC9FGlEpy2P6NPYIFRatBs+Kacf+v+r8vZV80U=,2
77,1026912,5004w00002pketUAAQ,24-00285633,SW-Dirty Alley,Phone,1712188800000,Closed,1712620800000,1713139200000,1712620800000,Solid Waste,Service Response,1712620800000,Work completed,"2126 MARYLAND AVE, BC, 21218",21218,Charles North,12,Eastern,312,39.313440122606004,-76.618178888257674,"(39.313440122606004, -76.618178888257674)",0,0,EjUBq+BvcrO9AdMJB2bzuiFlRzuE3Etb4IJhMwa7f1E=,5
78,1026941,5004w00002pkeuXAAQ,24-00285647,SW-Dirty Alley,Phone,1712188800000,Closed,1712361600000,1713139200000,1712361600000,Solid Waste,Service Response,1712361600000,SR assessed and no cause for action determined,"2400 W LAFAYETTE AVE, Baltimore City, 21216",21216,Bridgeview/Greenlawn,9,Western,722,39.298639474872921,-76.655162704927235,"(39.298639474872921, -76.655162704927235)",0,0,xb8uUjd4Rtc+AFej2d5NE+ku3zpKPGEP6kdSU3egggY=,2
79,1027034,5004w00002pkeytAAA,24-00285687,SW-Dirty Street,Phone,1712188800000,Closed,1712361600000,1713139200000,1712361600000,Solid Waste,Service Response,1712361600000,SR assessed and no cause for action determined,"4924 REISTERSTOWN RD, Baltimore City, 21215",21215,Lucille Park,6,Northwestern,624,39.341867594076732,-76.678962437257312,"(39.341867594076732, -76.678962437257312)",0,0,UHnMbefxOaFenSAquUBxL0SXzt8Va5tqbWu0dqeyjKQ=,2
80,1027066,5004w00002pkf0pAAA,24-00285713,SW-Dirty Street,Phone,1712188800000,Closed,1712361600000,1713139200000,1712361600000,Solid Waste,Service Response,1712361600000,Work completed,"500 BLK UPLANDS PKWY, Baltimore City, 21229",21229,Ten Hills,8,Southwestern,814,39.292046167650653,-76.697597734777318,"(39.292046167650653, -76.697597734777318)",0,0,uhHMZyfnZ0kcdut5rcBCRbNXdHke8sz2Y0sgZDKCLMQ=,2
81,1027208,5004w00002pkfaZAAQ,24-00286327,SW-Dirty Street,Phone,1712188800000,Closed,1712361600000,1713139200000,1712361600000,Solid Waste,Service Response,1712361600000,SR assessed and no cause for action determined,"103 S SCHROEDER ST, Baltimore City, 21223",21223,Hollins Market,9,Southwestern,835,39.286480822222941,-76.633491683937265,"(39.286480822222941, -76.633491683937265)",0,0,ZaZrYna7FDdCo1FtQLVv0c4Bxf0RSaKc/x0z57wnKGY=,2
82,1027221,5004w00002pkfBiAAI,24-00285843,SW-Dirty Street,Phone,1712188800000,Closed,1712361600000,1713139200000,1712361600000,Solid Waste,Service Response,1712361600000,Work completed,"FLEET ST & S DURHAM ST, Baltimore City, 21231",21231,Fells Point,1,Central,135,39.284673518615257,-76.590662579994827,"(39.284673518615257, -76.590662579994827)",0,0,odTZ/NdW3bF1UjQlsTnF06YP/iR7NIsLs94zT5KD3tw=,2
83,1027225,5004w00002pkfBOAAY,24-00285840,SW-Dirty Alley,Phone,1712188800000,Closed,1712361600000,1713139200000,1712361600000,Solid Waste,Service Response,1712361600000,Work completed,"4915 LITCHFIELD AVE, Baltimore City, 21215",21215,Central Park Heights,6,Northwestern,624,39.344213843762255,-76.677800823876126,"(39.344213843762255, -76.677800823876126)",0,0,viaqLHD62gu+qjwU6y+cHGGriU/3TpX3xA8ccNAHzy4=,2
84,1027247,5004w00002pkfCSAAY,24-00285860,SW-Dirty Alley,Phone,1712188800000,Closed,1712361600000,1713139200000,1712361600000,Solid Waste,Service Response,1712361600000,Work completed,"505 N COLLINGTON AVE, Baltimore City, 21205",21205,CARE,13,Southeastern,222,39.296998628793084,-76.586316759773382,"(39.296998628793084, -76.586316759773382)",0,0,CgGwW1I5cwZ+Eih4zSB2AD2tBNPTQejnAxxEMbO5JKY=,2
85,1027267,5004w00002pkfDUAAY,24-00285863,SW-Dirty Alley,Phone,1712188800000,Closed,1712361600000,1713139200000,1712361600000,Solid Waste,Service Response,1712361600000,Work completed,"4911 LITCHFIELD AVE, Baltimore City, 21215",21215,Central Park Heights,6,Northwestern,624,39.344141193955664,-76.677708340421276,"(39.344141193955664, -76.677708340421276)",0,0,sv5tUQZi35Tkwk/hHXtnCBIH/JQA7bmvEf4HXwVe/SQ=,2
86,1027295,5004w00002pkfEXAAY,24-00285884,SW-Dirty Alley,Phone,1712188800000,Closed,1712361600000,1713139200000,1712361600000,Solid Waste,Service Response,1712361600000,SR assessed and no cause for action determined,"3700 GARRISON BLVD, Baltimore City, 21215",21215,Dorchester,6,Northwestern,623,39.330607356860519,-76.682843346169449,"(39.330607356860519, -76.682843346169449)",0,0,l0gXskjBghyx5O2Sd/ywHt6T5nYxw2CO7CZnrvVRa/8=,2
87,1027305,5004w00002pkfFkAAI,24-00285901,SW-Dirty Alley,Phone,1712188800000,Closed,1712361600000,1713139200000,1712361600000,Solid Waste,Service Response,1712361600000,Work completed,"2800 SUFFOLK AVE, Baltimore City, 21215",21215,Park Circle,6,Northern,531,39.326959063618553,-76.659472317498143,"(39.326959063618553, -76.659472317498143)",0,0,ycxkntR5USOw2w0dE7Ojt8ZKRH7yBgzs1fS9YzQAXJY=,2
88,1027331,5004w00002pkfGJAAY,24-00285913,SW-Dirty Alley,Phone,1712188800000,Closed,1712361600000,1713139200000,1712361600000,Solid Waste,Service Response,1712361600000,Work completed,"3800 REISTERSTOWN RD, Baltimore City, 21215",21215,Park Circle,6,Northern,531,39.331329071014061,-76.662605388343081,"(39.331329071014061, -76.662605388343081)",0,0,7Kgv81DswKKR7on7wHuQwghgmBI/o/1esBnEZB9oLrY=,2
89,1027375,5004w00002pkfi4AAA,24-00286286,SW-Dirty Street,Phone,1712188800000,Closed,1712275200000,1713139200000,1712275200000,Solid Waste,Service Response,1712275200000,Work completed,"3941 LOWNDES AVE, Baltimore City, 21218",21218,Pen Lucy,4,Northern,525,39.337338302263056,-76.605093091665196,"(39.337338302263056, -76.605093091665196)",0,0,2RSHwiCs3ZYfTKln+TuBKOLq+OSX7FMH/rQXMzQclB4=,1
90,1027448,5004w00002pkflgAAA,24-00286300,SW-Dirty Street,API,1712188800000,Closed,1712534400000,1713139200000,1712534400000,Solid Waste,Service Response,1712534400000,Work completed,"242 N MILTON AVE, Baltimore City, 21224",21224,Patterson Place,13,Southeastern,223,39.295501393886759,-76.582284848625861,"(39.295501393886759, -76.582284848625861)",0,0,odZqoNRItz+RvcmQduPD9TzN071/7uA/HwcehaZyqBg=,4
91,1027585,5004w00002pkfsjAAA,24-00286722,SW-Dirty Street,API,1712188800000,Closed,1712361600000,1713139200000,1712361600000,Solid Waste,Service Response,1712361600000,Work completed,"410 S CONKLING ST, Baltimore City, 21224",21224,Highlandtown,1,Southeastern,212,39.287252204643217,-76.567427164479739,"(39.287252204643217, -76.567427164479739)",0,0,0z/2EKrjjIrTMtwlHT36uejRbV2nzsTWdarmkxWpaWE=,2
92,1027597,5004w00002pkft1AAA,24-00286383,SW-Dirty Alley,Phone,1712188800000,Closed,1712534400000,1713139200000,1712534400000,Solid Waste,Service Response,1712534400000,Work completed,"128 N JANNEY ST, Baltimore City, 21224",21224,Kresson,2,Southeastern,233,39.294540028897792,-76.560974257084965,"(39.294540028897792, -76.560974257084965)",0,0,5phfVtH/ubS+1NicNxtyU7Mju2Ls1Sa95EhcVkwD4yI=,4
93,1027598,5004w00002pkft6AAA,24-00286387,SW-Dirty Alley,API,1712188800000,Closed (Duplicate),1712275200000,1713139200000,1712275200000,Solid Waste,Service Response,1712275200000,Work completed,"2500 BLK CECIL AVE, Baltimore City, 21218",21218,Coldstream Homestead Montebello,14,Eastern,315,39.319726270909648,-76.599244187694154,"(39.319726270909648, -76.599244187694154)",0,0,ekRvqXb6vdK4/7yNasqEmADzKBv2l9RhC6bSHaxvZMk=,1
94,1027608,5004w00002pkfTkAAI,24-00287233,SW-Dirty Alley,Phone,1712188800000,Closed,1712361600000,1713139200000,1712361600000,Solid Waste,Service Response,1712361600000,SR assessed and no cause for action determined,"1400 BLK TIFFANY AL, Baltimore City, 21217",21217,Madison Park,11,Western,713,39.304002022695613,-76.628909884960763,"(39.304002022695613, -76.628909884960763)",0,0,iJzWPBG7VYt9QeiLZVseqRtK9eBuGAKnMkEzJGFu4SA=,2
95,1027693,5004w00002pkfXeAAI,24-00286132,SW-Dirty Street,Internal,1712188800000,Closed,1712275200000,1713139200000,1712275200000,Solid Waste,Service Response,1712275200000,SR assessed and no cause for action determined,"2020 WILKENS AVE, Baltimore City, 21223",21223,Carrollton Ridge,9,Southwestern,831,39.281659913153106,-76.648460302983437,"(39.281659913153106, -76.648460302983437)",0,0,R2MqYvZ0hWZFiw/Cu3UgFiKEv0kIaePqyk3in0Ve3n0=,1
96,1027708,5004w00002pkfYAAAY,24-00286336,SW-Dirty Alley,API,1712188800000,Closed,1712275200000,1713139200000,1712275200000,Solid Waste,Service Response,1712275200000,Work completed,"2500 BLK CECIL AVE, Baltimore City, 21218",21218,Coldstream Homestead Montebello,14,Eastern,315,39.319726270909648,-76.599244187694154,"(39.319726270909648, -76.599244187694154)",0,0,g08YyNp9jnAhEaMtxwkwJbB5Obw6L9Va+Q9Aibj2oBs=,1
97,1027736,5004w00002pkfZQAAY,24-00286149,SW-Dirty Alley,API,1712188800000,Closed,1712275200000,1713139200000,1712275200000,Solid Waste,Service Response,1712275200000,Work completed,"2605 GREENMOUNT AVE, Baltimore City, 21218",21218,Better Waverly,14,Northern,513,39.319877118647277,-76.609282949170037,"(39.319877118647277, -76.609282949170037)",0,0,woW08NS+JxQJbhXFa/nnhQlN+RARp532LoHgnB8Um/g=,1
98,1027755,5004w00002pkg1eAAA,24-00286490,SW-Dirty Alley,API,1712188800000,Closed,1712534400000,1713139200000,1712534400000,Solid Waste,Service Response,1712534400000,Work completed,"430 JOPLIN ST, Baltimore City, 21224",21224,Bayview,1,Southeastern,234,39.288434658666894,-76.538386046426098,"(39.288434658666894, -76.538386046426098)",0,0,pXPJzYKlE1f3N/6/nB6+BbXxhvhHW068YaAjxAsvWQo=,4
99,1027771,5004w00002pkg3uAAA,24-00286504,SW-Dirty Street,API,1712188800000,Closed,1712275200000,1713139200000,1712275200000,Solid Waste,Service Response,1712275200000,Work completed,"3400 BLK S HANOVER ST, Baltimore City, 21225",21225,Fairfield Area,10,Southern,912,39.240768393043425,-76.608422595359770,"(39.240768393043425, -76.608422595359770)",0,0,ego7nbqNv5DBU6gLi2H7c8mye1rVmcoUM9Ae6CaCNW8=,1
100,1027781,5004w00002pkg4xAAA,24-00286516,SW-Dirty Street,Phone,1711756800000,Closed (Transferred),1712188800000,1712880000000,1712188800000,Solid Waste,Service Response,-2209161600000, ,"6501 PARR AVE, Baltimore City, 21215",21215,Reisterstown Station,5,Northwestern,621,39.351506120862602,-76.708773632777053,"(39.351506120862602, -76.708773632777053)",0,0,d5ZHZ1K0uKms+I02+gmBh/UpZ5x9K1uJYp14vVuycRg=,5
101,1027855,5004w00002pkgbSAAQ,24-00286765,SW-Dirty Alley,API,1712188800000,Closed,1712275200000,1713139200000,1712275200000,Solid Waste,Service Response,1712275200000,Work completed,"3600 BLK W NORTHERN PKWY, Baltimore City, 21215",21215,Arlington,5,Northwestern,634,39.352247122404506,-76.684705038501818,"(39.352247122404506, -76.684705038501818)",0,0,d3BaFJSlre3a07BTFeO72It7ziQv/zFgAn/M0VRg8RQ=,1
102,1027869,5004w00002pkgD6AAI,24-00286591,SW-Dirty Street,Phone,1712188800000,Closed,1712361600000,1713139200000,1712361600000,Solid Waste,Service Response,1712361600000,Work completed,"820 WILDWOOD PKWY, Baltimore City, 21229",21229,Edmondson Village,8,Southwestern,812,39.296972617993838,-76.684114972981973,"(39.296972617993838, -76.684114972981973)",0,0,6oTzRAK3MGhhw5mZijEqS+88Ce9PMVIxtqz347cO888=,2
103,1027875,5004w00002pkgdOAAQ,24-00286774,SW-Dirty Street,API,1712188800000,Closed,1712361600000,1713139200000,1712361600000,Solid Waste,Service Response,1712361600000,Work completed,"1719 GWYNNS FALLS PKWY, Baltimore City, 21217",21217,Auchentoroly-Parkwood,7,Western,732,39.316940135790929,-76.649739638129972,"(39.316940135790929, -76.649739638129972)",0,0,4BzoNEJ8aVCu2CE9l8+DLN+vR5nz019ErJQgRSmByQU=,2
104,1027879,5004w00002pkgEJAAY,24-00286595,SW-Dirty Alley,Phone,1712188800000,Closed,1712361600000,1713139200000,1712361600000,Solid Waste,Service Response,1712361600000,SR assessed and no cause for action determined,"710 CUMBERLAND ST, Baltimore City, 21217",21217,Sandtown-Winchester,7,Western,711,39.308569411998334,-76.642936324327451,"(39.308569411998334, -76.642936324327451)",0,0,2+ZNGnvNom31KN/EHKFgTPFT/Y8dPbwVi5SvHknfoH8=,2
105,1027943,5004w00002pkgk5AAA,24-00286798,SW-Dirty Alley,API,1712188800000,Closed,1712534400000,1713139200000,1712534400000,Solid Waste,Service Response,1712534400000,SR assessed and no cause for action determined,"4219 GRANADA AVE, BC, 21215",21215,Dorchester,6,Northwestern,623,39.335150597182881,-76.686917885239666,"(39.335150597182881, -76.686917885239666)",0,0,Nr2rOhTwZh2pGBkb5TWh5KBQK1LMK3WARSaeriPAHqs=,4
106,1028015,5004w00002pkgpBAAQ,24-00287161,SW-Dirty Street,API,1712188800000,Closed,1712275200000,1713139200000,1712275200000,Solid Waste,Service Response,1712275200000,SR assessed and no cause for action determined,"2641 DULANY ST, Baltimore City, 21223",21223,Millhill,9,Southwestern,825,39.279707345797789,-76.657807692559714,"(39.279707345797789, -76.657807692559714)",0,0,EXeZW2NN8j0S/yx15u0qUlx1GpOUI3qYQOrOVJ5jUG0=,1
107,1028028,5004w00002pkgpUAAQ,24-00286830,SW-Dirty Alley,API,1712188800000,Closed,1712534400000,1713139200000,1712534400000,Solid Waste,Service Response,1712534400000,Work completed,"3449 NOBLE ST, Baltimore City, 21224",21224,Baltimore Highlands,1,Southeastern,214,39.292949700822298,-76.567710110549854,"(39.292949700822298, -76.567710110549854)",0,0,B6Wo7Zgu3AyH51ZDM0UNZ6TH05h4baqVBIoyUf4HGgc=,4
108,1028034,5004w00002pkgQBAAY,24-00287002,SW-Dirty Street,API,1712188800000,Closed,1712534400000,1713139200000,1712534400000,Solid Waste,Service Response,1712534400000,Work completed,"W FRANKLIN ST & N PACA ST, Baltimore City, 21201",21201,Seton Hill,11,Central,121,39.294823576405562,-76.622632051102102,"(39.294823576405562, -76.622632051102102)",0,0,rsp4UXaV9yK0HhOGQsyY032Mlj6qipA3glBJdo/gfqY=,4
109,1028148,5004w00002pkgyHAAQ,24-00286876,SW-Dirty Street,Phone,1712188800000,Closed,1712361600000,1713139200000,1712361600000,Solid Waste,Service Response,1712361600000,Work completed,"801 N AUGUSTA AVE, Baltimore City, 21229",21229,Edmondson Village,8,Southwestern,812,39.296380047403375,-76.684859525213170,"(39.296380047403375, -76.684859525213170)",0,0,y9C4imnaDb+pV+o85oJCj+43QnHYjWuA4oXjJc9nhmM=,2
110,1028182,5004w00002pkh1pAAA,24-00286900,SW-Dirty Street,Phone,1712188800000,Closed,1712361600000,1713139200000,1712361600000,Solid Waste,Service Response,1712361600000,Work completed,"4601 N FRANKLINTOWN RD, Baltimore City, 21229",21229,Hunting Ridge,8,Southwestern,811,39.300240918509523,-76.695493210611261,"(39.300240918509523, -76.695493210611261)",0,0,XsKTme0xmY4kSC61F6MzFhSxO4R0I8uXzb/FqJl0ZSk=,2
